doi,year,title,journal_name,publisher,bso_classification
10.3390/nu9060589,2017,"Cognitive Performance Enhancement Induced by Caffeine, Carbohydrate and Guarana Mouth Rinsing during Submaximal Exercise",Nutrients,MDPI AG,"Physical sciences, Astronomy"
10.18653/v1/e17-2041,2017,"Legal NERC with ontologies, Wikipedia and curriculum learning","Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 2, Short Papers",Association for Computational Linguistics,Mathematics
10.1137/15M105207X,2017,Analysis of a Generalized Dispersive Model Coupled to a DGTD Method with Application to Nanophotonics,SIAM Journal on Scientific Computing,Society for Industrial & Applied Mathematics (SIAM),Mathematics
10.1137/120874448,2017,On Treewidth and Related Parameters of Random Geometric Graphs,SIAM Journal on Discrete Mathematics,Society for Industrial & Applied Mathematics (SIAM),Mathematics
10.1007/s11042-017-4953-x,2018,Design and analysis of two stream ciphers based on chaotic coupling and multiplexing techniques,Multimedia Tools and Applications,Springer Science and Business Media LLC,Medical research
10.3390/s17071528,2017,Online Recognition of Daily Activities by Color-Depth Sensing and Knowledge Models,Sensors,MDPI AG,Humanities
10.1161/CIRCRESAHA.116.310262,2017,Human Alternative Macrophages Populate Calcified Areas of Atherosclerotic Lesions and Display Impaired RANKL-Induced Osteoclastic Bone Resorption Activity,Circulation Research,Ovid Technologies (Wolters Kluwer Health),Medical research
10.1016/j.tcs.2017.06.001,2017,Applying clique-decomposition for computing Gromov hyperbolicity,Theoretical Computer Science,Elsevier BV,"Physical sciences, Astronomy"
10.3847/1538-4357/aa738d,2017,"Variable Stars in Local Group Galaxies. III. And VII, NGC 147, and NGC 185: Insight into the Building Blocks of the M31 Halo",The Astrophysical Journal,American Astronomical Society,"Earth, Ecology, 
Energy and applied biology"
10.1002/2016JB013891,2017,Toward a robust workflow for deep crustal imaging by FWI of OBS data: The eastern Nankai Trough revisited,Journal of Geophysical Research: Solid Earth,American Geophysical Union (AGU),"Earth, Ecology, 
Energy and applied biology"
10.1364/OL.42.002639,2017,Freestanding dielectric nanohole array metasurface for mid-infrared wavelength applications,Optics Letters,The Optical Society,"Physical sciences, Astronomy"
10.1080/00343404.2017.1329585,2017,Does inventor centrality foster regional innovation? The case of the Swiss medical devices sector,Regional Studies,Informa UK Limited,"Physical sciences, Astronomy"
10.1155/2017/4979474,2017,The Leukemic Stem Cell Niche: Adaptation to “Hypoxia” versus Oncogene Addiction,Stem Cells International,Hindawi Limited,Biology (fond.)
10.2140/apde.2017.10.1201,2017,Regularity of velocity averages for transport equations on random discrete velocity grids,Analysis & PDE,Mathematical Sciences Publishers,"Physical sciences, Astronomy"
10.1016/j.matpur.2017.05.012,2017,Convergence order of upwind type schemes for transport equations with discontinuous coefficients,Journal de Mathématiques Pures et Appliquées,Elsevier BV,"Computer and 
 information sciences"
10.4000/eps.7012,2017,Vulnérabilités sociales et changement d'échelle,Espace populations sociétés,OpenEdition,"Earth, Ecology, 
Energy and applied biology"
10.1021/acs.jpcc.7b02887,2017,Crystallization of Poly(butylene succinate) on Rapid Cooling and Heating: Toward Enhanced Nucleation by Graphene Nanosheets,The Journal of Physical Chemistry C,American Chemical Society (ACS),"Physical sciences, Astronomy"
10.1051/0004-6361/201628761,2017,Critical study of the distribution of rotational velocities of Be stars,Astronomy &amp; Astrophysics,EDP Sciences,Engineering
10.3389/fpsyg.2017.00995,2017,Nature and Specificity of Gestural Disorder in Children with Developmental Coordination Disorder: A Multiple Case Study,Frontiers in Psychology,Frontiers Media SA,Medical research
10.3389/fimmu.2017.00482,2017,Extracellular Signal-Regulated Kinase Signaling in CD4-Expressing Cells Inhibits Osteochondromas,Frontiers in Immunology,Frontiers Media SA,"Physical sciences, Astronomy"
10.1177/1538574417705285,2017,Angiographic Analysis of Vascular Integrity After Percutaneous Closure Using Prostar XL Device During Transcatheter Aortic Valve Implantation,Vascular and Endovascular Surgery,SAGE Publications,"Physical sciences, Astronomy"
10.1681/ASN.2016010012,2017,Targeting eIF5A Hypusination Prevents Anoxic Cell Death through Mitochondrial Silencing and Improves Kidney Transplant Outcome,Journal of the American Society of Nephrology,American Society of Nephrology (ASN),Medical research
10.1051/0004-6361/201730500,2017,AGILIS: Agile Guided Interferometer for Longbaseline Imaging Synthesis,Astronomy &amp; Astrophysics,EDP Sciences,Humanities
10.1136/bmjopen-2016-015087,2017,Criteria for Return to Sport after Anterior Cruciate Ligament reconstruction with lower reinjury risk (CR’STAL study): protocol for a prospective observational study in France,BMJ Open,BMJ,"Physical sciences, Astronomy"
10.1158/1078-0432.CCR-16-2304,2017,An miRNA–DNMT1 Axis Is Involved in Azacitidine Resistance and Predicts Survival in Higher-Risk Myelodysplastic Syndrome and Low Blast Count Acute Myeloid Leukemia,Clinical Cancer Research,American Association for Cancer Research (AACR),Medical research
10.3390/w9060414,2017,"Inexact Two-Stage Stochastic Programming for Water Resources Allocation under Considering Demand Uncertainties and Response—A Case Study of Tianjin, China",Water,MDPI AG,"Physical sciences, Astronomy"
10.1016/j.colsurfa.2017.05.091,2017,Ionic liquid-based organically modified silica for the development of new electrorheological fluids,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,Medical research
10.1364/CLEO_AT.2017.JTh2A.89,2017,Phase-Matched Second Harmonic Generation With On-Chip GaN-On-Si Microdisks,Conference on Lasers and Electro-Optics,OSA,"Physical sciences, Astronomy"
10.1158/2159-8290.CD-16-0441,2017,Chemotherapy-Resistant Human Acute Myeloid Leukemia Cells Are Not Enriched for Leukemic Stem Cells but Require Oxidative Metabolism,Cancer Discovery,American Association for Cancer Research (AACR),Medical research
10.1140/epjc/s10052-017-4979-2,2017,An algorithm for the reconstruction of high-energy neutrino-induced particle showers and its application to the ANTARES neutrino telescope,The European Physical Journal C,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1007/s00205-017-1131-2,2017,Traveling Waves for Nonlinear Schrödinger Equations with Nonzero Conditions at Infinity,Archive for Rational Mechanics and Analysis,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-319-58071-5_50,2017,Persuasive Argumentation and Emotions: An Empirical Evaluation with Users,Lecture Notes in Computer Science,Springer International Publishing,Medical research
10.1016/j.aml.2017.05.018,2017,"Remarks on Bernoulli constants, gauge conditions and phase velocities in the context of water waves",Applied Mathematics Letters,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1111/eva.12481,2017,Parallel evolution of behaviour during independent host-shifts following maize introduction into Asia and Europe,Evolutionary Applications,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1117/12.2261129,2017,Dynamical holography and wavefront control with liquid-crystal light valve,"Slow Light, Fast Light, and Opto-Atomic Precision Metrology X",SPIE,"Earth, Ecology, 
Energy and applied biology"
10.11613/BM.2017.034,2017,"Insights on glicentin, a promising peptide of the proglucagon family",Biochemia Medica,Croatian Society for Medical Biochemistry and Laboratory Medicine,Medical research
10.1016/j.cnd.2017.05.001,2017,Le rôle de la lipoprotéine lipase dans la détection cérébrale des lipides,Cahiers de Nutrition et de Diététique,Elsevier BV,Mathematics
10.1080/14608944.2017.1336525,2019,Forty years later. Eugen Weber’s contribution to an empirical approach of European state-led nation-building,National Identities,Informa UK Limited,"Earth, Ecology, 
Energy and applied biology"
10.1080/1350178X.2017.1335425,2017,Mindreading and endogenous beliefs in games,Journal of Economic Methodology,Informa UK Limited,Social sciences
10.1088/1361-6404/aa6e6f,2017,Simplified approach for quantitative calculations of optical pumping,European Journal of Physics,IOP Publishing,Humanities
10.1137/16M1074515,2017,Theoretical Study of a Multidimensional Pressureless Model with Unilateral Constraint,SIAM Journal on Mathematical Analysis,Society for Industrial & Applied Mathematics (SIAM),Mathematics
10.1002/2017GL073720,2017,Ground deformation before the 2015 eruptions of Cotopaxi volcano detected by InSAR,Geophysical Research Letters,American Geophysical Union (AGU),"Earth, Ecology, 
Energy and applied biology"
10.1111/phpp.12325,2017,A method to assess the protective efficacy of sunscreens against visible light-induced pigmentation,"Photodermatology, Photoimmunology &amp; Photomedicine",Wiley,Medical research
10.1051/0004-6361/201629279,2017,Uncrowding R 136 from VLT/SPHERE extreme adaptive optics,Astronomy & Astrophysics,EDP Sciences,Biology (fond.)
10.1242/dev.152330,2017,p38 MAPK as an essential regulator of dorsal-ventral axis specification and skeletogenesis during sea urchin development: a re-evaluation,Development,The Company of Biologists,"Earth, Ecology, 
Energy and applied biology"
10.1088/2053-1583/aa56de,2017,Partial chiral symmetry-breaking as a route to spectrally isolated topological defect states in two-dimensional artificial materials,2D Materials,IOP Publishing,"Earth, Ecology, 
Energy and applied biology"
10.1002/mma.4478,2017,General phase transition models for vehicular traffic with point constraints on the flow,Mathematical Methods in the Applied Sciences,Wiley,"Physical sciences, Astronomy"
10.1007/s00401-017-1733-7,2017,Post-translational remodeling of ryanodine receptor induces calcium leak leading to Alzheimer’s disease-like pathologies and cognitive deficits,Acta Neuropathologica,Springer Science and Business Media LLC,Biology (fond.)
10.3390/systems4040034,2016,Emergence at the Fundamental Systems Level: Existence Conditions for Iterative Specifications,Systems,MDPI AG,"Physical sciences, Astronomy"
10.24033/asens.2301,2016,Abundance for Kähler threefolds,Annales scientifiques de l'École normale supérieure,Societe Mathematique de France,Social sciences
10.1016/j.neurenf.2017.06.002,2017,Clinique de l’enfant jeune endeuillé. Ébauche de mise en mots suite aux attentats du 14 juillet 2016,Neuropsychiatrie de l'Enfance et de l'Adolescence,Elsevier BV,Medical research
10.1016/j.spa.2017.04.011,2018,Non parametric estimation for random walks in random environment,Stochastic Processes and their Applications,Elsevier BV,Biology (fond.)
10.1117/12.2261211,2017,Phase and group delay control of femtosecond pulses with liquid crystal cells and application to hyperspectral imaging,"Slow Light, Fast Light, and Opto-Atomic Precision Metrology X",SPIE,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.future.2017.05.041,2017,"Scientific workflows: Past, present and future",Future Generation Computer Systems,Elsevier BV,"Physical sciences, Astronomy"
10.3847/1538-4357/aa6c47,2017,Search for Gravitational Waves Associated with Gamma-Ray Bursts during the First Advanced LIGO Observing Run and Implications for the Origin of GRB 150906B,The Astrophysical Journal,American Astronomical Society,"Earth, Ecology, 
Energy and applied biology"
10.1080/10413200.2017.1334159,2018,"Repeated Effects of Vigorous Interval Training in Basketball, Running-Biking, and Boxing on the Physical Self-Perceptions of Obese Adolescents",Journal of Applied Sport Psychology,Informa UK Limited,Biology (fond.)
10.1007/s12526-017-0746-8,2019,"Polyps fishing on a crab: novel association between Hydrichthella epigorgia (Hydrozoa, Ptilocodiidae) and Achaeus (Crustacea, Inachidae)",Marine Biodiversity,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1051/0004-6361/201629820,2017,Lithium abundance and rotation of seismic solar analogues,Astronomy & Astrophysics,EDP Sciences,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.anplas.2017.05.004,2018,Endoscopic robot-assisted C7 nerve root retrophalangeal transfer from the contralateral healthy side: A cadaver feasibility study,Annales de Chirurgie Plastique Esthétique,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1038/ncomms15839,2017,Ezrin enhances line tension along transcellular tunnel edges via NMIIa driven actomyosin cable formation,Nature Communications,Springer Science and Business Media LLC,Biology (fond.)
10.1093/gigascience/giw018,2017,de novo assembly and population genomic survey of natural yeast isolates with the Oxford Nanopore MinION sequencer,GigaScience,Oxford University Press (OUP),Biology (fond.)
10.1007/s11695-017-2789-0,2017,Erratum to: Baseline Anthropometric and Metabolic Parameters Correlate with Weight Loss in Women 1-Year after Laparoscopic Roux-En-Y Gastric Bypass,Obesity Surgery,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1103/PhysRevE.95.062611,2017,Separation of two attractive ferromagnetic ellipsoidal particles by hydrodynamic interactions under alternating magnetic field,Physical Review E,American Physical Society (APS),"Physical sciences, Astronomy"
10.1016/j.ibmb.2017.06.005,2017,The ABC transporter ABCH-9C is needed for cuticle barrier construction in Locusta migratoria,Insect Biochemistry and Molecular Biology,Elsevier BV,Biology (fond.)
