sourceuca_source_id,sourceuca_doi,sourceuca_year,sourceuca_corresponding,sourceuca_all_authors,sourceuca_corresponding_normalized,sourceuca_title,sourceuca_journal_name,sourceuca_journal_issn_l,sourceuca_journal_is_oa,sourceuca_journal_is_in_doaj,sourceuca_is_oa_normalized,sourceuca_oa_status_normalized,sourceuca_oa_host_type_normalized,sourceuca_oa_repo_normalized,sourceuca_publisher_by_doiprefix,sourceuca_bso_classification_fr,sourceuca_funder
SCOPUS_ID:85043305275,10.23736/S1973-9087.16.04134-4,2017,,Zory R.,non,Relationship between neuromuscular and perceived fatigue and locomotor performance in patients with multiple sclerosis,European Journal of Physical and Rehabilitation Medicine,1973-9087,False,False,Accès fermé,Closed,Accès fermé,Autres,Edizioni Minerva Medica,Recherche médicale,
SCOPUS_ID:85042937468,10.1016/S2095-3119(17)61784-2,2018,,Desneux N.,non,The damage risk evaluation of Aphis gossypii on wheat by host shift and fitness comparison in wheat and cotton,Journal of Integrative Agriculture,2095-3119,False,False,Accès ouvert,Hybrid,Editeur,Autres,Elsevier BV,Biologie fondamentale,
SCOPUS_ID:85044231592,10.1103/PhysRevFluids.1.052401,2016,,Musacchio S.,non,Large-scale confinement and small-scale clustering of floating particles in stratified turbulence,Physical Review Fluids,2469-990X,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,European Cooperation in Science and Technology
SCOPUS_ID:85043980706,10.1103/PhysRevA.97.033611,2018,,Decamp J.|Albert M.|Vignolo P.,non,Tan's contact in a cigar-shaped dilute Bose gas,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:85044292516,10.1109/LMWC.2018.2811242,2018,,Luxey C.|Lacombe E.|Belem-Goncalves C.,non,10-Gb/s Indoor THz Communications Using Industrial Si Photonics Technology,IEEE Microwave and Wireless Components Letters,1531-1309,False,False,Accès fermé,Closed,Accès fermé,Autres,Institute of Electrical and Electronics Engineers (IEEE),Ingénierie,"Agence Nationale de la Recherche (ANR) through the TERALINKS Project,CNRS and Lille University, IEMN RF/MEMS Characterization Center, Telecom platform, IRCICA Institute (USR CNRS 3380),Equipex FLUX 0017,ExCELSiOR Project,Nord-Pas de Calais Regional Council,FEDER through the CPER Photonics for Society"
SCOPUS_ID:85043346726,10.1130/G39674.1,2018,,Duclaux G.,non,The role of asthenospheric flow during rift propagation and breakup,Geology,0091-7613,False,False,Accès fermé,Closed,Accès fermé,Autres,,Inconnu,
SCOPUS_ID:85043273623,10.1103/PhysRevFluids.3.024303,2018,,Henry C.|Vallée R.|Bec J.,non,Inelastic accretion of inertial particles by a towed sphere,Physical Review Fluids,2469-990X,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:85042877111,10.1109/TIP.2018.2812079,2018,Fillatre L.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Fillatre L.|Doutsi E.|Antonini M.,oui,Retina-Inspired Filter,IEEE Transactions on Image Processing,1057-7149,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"4G-TECHNOLOGY,ANRT"
SCOPUS_ID:85042926684,10.1194/jlr.M081091,2018,,Rekima S.|Ghandour R.A.|Colson C.|Pisani D.F.|Amri E.Z.|Ailhaud G.,non,Impact of dietary ω3 polyunsaturated fatty acid supplementation on brown and brite adipocyte function,Journal of Lipid Research,0022-2275,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,Autres",American Society for Biochemistry & Molecular Biology (ASBMB),Biologie fondamentale,"CNRS,French Agence Nationale de la Recherche,Deutsche Forschungsgemeinschaft,Nutricia Research Foundation"
SCOPUS_ID:85043757956,10.1002/2017GC007174,2018,,Hassani R.,non,Three-Dimensional Failure Patterns Around an Inflating Magmatic Chamber,"Geochemistry, Geophysics, Geosystems",1525-2027,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85043369254,10.1017/S0395264917000592,2017,,Bartolomei A.,non,"L'encastrement des relations entre marchands en France, 1750-1850: Une révolution dans le monde du commerce ?","Annales. Histoire, Sciences Sociales",0395-2649,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Cambridge University Press (CUP),Sciences humaines,
SCOPUS_ID:85043678727,10.1090/memo/1205,2018,Collot C.|Laboratoire de Mathématiques J.A. Dieudonné,Collot C.,oui,Type II Blow up Manifolds for the Energy Supercritical Semilinear Wave Equation,Memoirs of the American Mathematical Society,0065-9266,False,False,Accès fermé,Closed,Accès fermé,Autres,,Mathématiques,
SCOPUS_ID:85045433132,10.14231/AG-2017-016,2017,Dimca A.|Laboratoire de Mathématiques J.A. Dieudonné,Dimca A.,oui,"Jacobian syzygies, stable reflexive sheaves, and Torelli properties for projective hypersurfaces with isolated singularities",Algebraic Geometry,2313-1691,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"arXiv,Autres",Foundation Compositio Mathematica,Mathématiques,
SCOPUS_ID:85045010417,10.1109/JPROC.2018.2800001,2018,,Laurent-Brouty N.,non,Information Patterns in the Modeling and Design of Mobility Management Services,Proceedings of the IEEE,0018-9219,False,False,Accès ouvert,Hybrid,Editeur,Autres,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"“FitWeltweit” of the DAAD,Ministère de l’Environnement, de l’Énergie et de la Mer, France,McKenzie Fellowship from the University of Melbourne,VINNOVA through Digital Demo Stockholm,Knut and Alice Wallenberg Foundation,Swedish Strategic Research Foundation,Swedish Research Council"
SCOPUS_ID:85044825783,10.1093/MNRAS/STY084,2018,,Ogiya G.,non,"Dark matter substructure in numerical simulations: a tale of discreteness noise, runaway instabilities, and artificial disruption",Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,"National Science Foundation,National Science Foundation,National Science Foundation,Horizon 2020"
SCOPUS_ID:85045328168,10.1161/CIRCULATIONAHA.117.031358,2018,,Gual P.|Hue S.|Surenaud M.,non,Visceral Adipose Tissue Drives Cardiac Aging Through Modulation of Fibroblast Senescence by Osteopontin Production,Circulation,0009-7322,False,False,Accès ouvert,Bronze,Editeur,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85045321052,10.2298/TSCI151222106A,2018,,Ahmad A.,non,Mixed convection flow of a nanofluid past a non-linearly stretching wall,Thermal Science,0354-9836,True,True,Accès ouvert,Gold,Editeur,Autres,National Library of Serbia,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85044836431,10.1088/1361-6382/aaa879,2018,,Penkert D.,non,Towards the LISA backlink: experiment design for comparing optical phase reference distribution systems,Classical and Quantum Gravity,0264-9381,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",IOP Publishing,Sciences physiques et astronomie,"European Space Agency,Deutsches Zentrum für Luft- und Raumfahrt,Deutsche Forschungsgemeinschaft"
SCOPUS_ID:85044386985,10.1109/TAP.2018.2819822,2018,Luxey C.|Laboratoire Polytech'LAB,Luxey C.|Cihangir A.,oui,Dual-Antenna Concept With Complementary Radiation Patterns for Eyewear Applications,IEEE Transactions on Antennas and Propagation,0018-926X,False,False,Accès fermé,Closed,Accès fermé,Autres,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,
SCOPUS_ID:85045376818,10.1177/1420326X16682294,2018,,Biwole P.H.|Fu S.|Maïssa P.|Mathis C.,non,Numerical and experimental comparison of complete three-dimensional particle tracking velocimetry algorithms for indoor airflow study,Indoor and Built Environment,1420-326X,False,False,Accès fermé,Closed,Accès fermé,Autres,SAGE Publications,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85045436539,10.14231/AG-2016-006,2016,Beauville A.|Laboratoire de Mathématiques J.A. Dieudonné,Beauville A.,oui,Erratum: A very general quartic double fourfold or fivefold is not stably rational,Algebraic Geometry,2313-1691,True,True,Accès ouvert,Gold,Editeur,Autres,Foundation Compositio Mathematica,Mathématiques,
SCOPUS_ID:85044716528,10.1109/JLT.2018.2822317,2018,,Doutre F.|Tronche H.|De Micheli M.,non,Analysis of High-Index Contrast Lithium Niobate Waveguides Fabricated by High Vacuum Proton Exchange,Journal of Lightwave Technology,0733-8724,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Ingénierie,"INQCA—Integrated Quantum Circuits based on non-linear waveguide Arrays,Romania-France joint project"
SCOPUS_ID:85044950183,10.1103/PhysRevA.97.042306,2018,,Miniatura C.,non,Two-dimensional network of atomtronic qubits,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Research Foundation Singapore,Ministry of Education - Singapore"
SCOPUS_ID:85044857737,10.4310/CMS.2018.v16.n1.a9,2018,,Goatin P.,non,Priority-based Riemann solver for traffic flow on networks,Communications in Mathematical Sciences,1539-6746,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",,Inconnu,
SCOPUS_ID:85044411790,10.1002/2017JB014703,2018,,Cavalié O.|Marchandon M.|Vergnolle M.,non,Fault Geometry and Slip Distribution at Depth of the 1997 Mw 7.2 Zirkuh Earthquake: Contribution of Near-Field Displacement Data,Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",Agence Nationale de la Recherche
SCOPUS_ID:85044713600,10.5978/islsm.18-OR-05,2018,,Fornaini C.|El Gamal A.|Medioni E.|Rocca J.P.,non,CO<sub>2</sub> laser dentin surface treatment most effectively increased ceramic shear bond strength,LASER THERAPY,0898-5901,True,False,Accès ouvert,Gold,Editeur et archive ouverte,Autres,International Phototherapy Association,Sciences physiques et astronomie,
SCOPUS_ID:85044526620,10.1137/16M110825X,2018,,Goatin P.,non,High-Order Numerical Schemes for One-Dimensional Nonlocal Conservation Laws,SIAM Journal on Scientific Computing,1064-8275,False,False,Accès fermé,Closed,Accès fermé,Autres,Society for Industrial & Applied Mathematics (SIAM),Mathématiques,"Centre National de la Recherche Scientifique,Fondo Nacional de Desarrollo CientÃ­fico y Tecnológico"
SCOPUS_ID:85044417144,10.1103/PhysRevE.97.032208,2018,,Tissoni G.|Rimoldi C.,non,Exponentially decaying interaction potential of cavity solitons,Physical Review E,2470-0045,False,False,Accès fermé,Closed,Accès fermé,Autres,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:85044500013,10.1364/JOCN.10.000114,2018,,Giroire F.|Huin N.|Tomassilli A.,non,Energy-Efficient Service Function Chain Provisioning,Journal of Optical Communications and Networking,1943-0620,False,False,Accès ouvert,Green,Archive ouverte,Hal,The Optical Society,Informatique et sciences de l'information,"Agence Nationale de la Recherche (ANR),Mitacs,Natural Sciences and Engineering Research Council of Canada (NSERC)"
SCOPUS_ID:85044714856,10.1097/TP.0000000000002065,2018,Iannelli A.|Centre Méditerranéen de Médecine Moléculaire,Iannelli A.,oui,"Very Low-Calorie Diet, the Morbidly Obese With Liver Cirrhosis and Bariatric Surgery",Transplantation,0041-1337,False,False,Accès fermé,Closed,Accès fermé,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85044960354,10.1103/PhysRevA.97.043406,2018,,Kaiser R.|Labeyrie G.,non,Synchronization of a self-sustained cold-atom oscillator,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Centre National de la Recherche Scientifique,Université Nice Sophia Antipolis,Ministry of Education - Singapore,National Research Foundation Singapore"
SCOPUS_ID:85045394148,10.1103/PhysRevE.97.042604,2018,,Großmann R.|Nava L.G.|Peruani F.,non,Markovian robots: Minimal navigation strategies for active particles,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Consejo Nacional de Ciencia y Tecnología,Seventh Framework Programme,Research Executive Agency"
SCOPUS_ID:85045441979,10.14231/AG-2017-019,2017,,Cazanave C.,non,"Topology and arithmetic of resultants, II: The resultant 1 hypersurface",Algebraic Geometry,2313-1691,True,True,Accès ouvert,Gold,Editeur,Autres,Foundation Compositio Mathematica,Mathématiques,
SCOPUS_ID:85045105187,10.1038/CDDIS.2017.287,2017,,Blin-Wakkach C.,non,Osteoblastic heparan sulfate glycosaminoglycans control bone remodeling by regulating Wnt signaling and the crosstalk between bone surface and marrow cells,Cell Death &amp; Disease,2041-4889,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,Springer Science and Business Media LLC,Biologie fondamentale,
SCOPUS_ID:85044766759,10.1101/gad.305854.117,2018,,Yvan-Charvet L.|Beranger G.|Cerezo M.|Nottet N.|Didier R.|Mograbi B.|Bille K.|Bertolotto C.|Rocchi S.|Ballotti R.|Ohanna M.,non,Pivotal role of NAMPT in the switch of melanoma cells toward an invasive and drug-resistant phenotype,Genes &amp; Development,0890-9369,True,False,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,Autres",Cold Spring Harbor Laboratory,Recherche médicale,Institut National du Cancer
SCOPUS_ID:85045950346,10.1093/MNRAS/STX2515,2018,,Matter A.,non,Modelling of mid-infrared interferometric signature of hot exozodiacal dust emission,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,
SCOPUS_ID:85045657403,10.7554/eLife.34394,2018,,Gautier R.|Tiberti M.L.|Manni M.M.|Pagnotta S.|Barelli H.|Antonny B.,non,Acyl chain asymmetry and polyunsaturation of brain phospholipids facilitate membrane vesiculation without leakage,eLife,2050-084X,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,"eLife Sciences Publications, Ltd",Biologie fondamentale,"Agence Nationale de la Recherche,European Commission,Eusko Jaurlaritza"
SCOPUS_ID:85045692207,10.1137/16M1059837,2018,,Ducoffe G.|Coudert D.,non,Revisiting Decomposition by Clique Separators,SIAM Journal on Discrete Mathematics,0895-4801,False,False,Accès ouvert,Green,Archive ouverte,Hal,Society for Industrial & Applied Mathematics (SIAM),Mathématiques,"AIDyNet,Agence Nationale de la Recherche"
SCOPUS_ID:85046358197,10.1093/MNRAS/STX2533,2018,,Matter A.|Spang A.|Jamialahmadi N.|Lopez B.|Berio P.|Flament S.,non,On the inner disc structure of MWC480: evidence for asymmetries?,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Green,Archive ouverte,arXiv,Oxford University Press (OUP),Sciences physiques et astronomie,
SCOPUS_ID:85046352173,10.1109/TAC.2018.2830509,2019,Samson C.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Samson C.,oui,Feedback Control of a Motorized Skateboard,IEEE Transactions on Automatic Control,0018-9286,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,
SCOPUS_ID:85045522803,10.1002/2017PA003227,2018,,Revel M.,non,"Circulation Changes in the Eastern Mediterranean Sea Over the Past 23,000 Years Inferred From Authigenic Nd Isotopic Ratios",Paleoceanography and Paleoclimatology,2572-4525,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","ANR HAMOC,MISTRALS/Paleomex,EQUIPEX ASTER-CEREGE"
SCOPUS_ID:85046540851,10.1103/PhysRevLett.120.187003,2018,,Batrouni G.,non,Phonon Dispersion and the Competition between Pairing and Charge Order,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"U.S. Department of Energy,Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Agence Nationale de la Recherche,Beijing Computational Science Research Center"
